comment_id,link_person_id,data_class,assigned_channel,language_support_offer,accessible_format_offer,comment_language,comment_text
COMMENT-0172,LINK-0529,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,"The instructions used clear words, but I still had one question about care at home. The team listened to my concern before explaining the next step."
COMMENT-0173,LINK-0539,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,"I am not sure which part of the process this comment belongs to. The video visit worked, but I still needed a phone option."
COMMENT-0174,LINK-0542,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,"I could not tell whether the follow-up was online, by phone, or in person."
COMMENT-0175,LINK-0544,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The cost of the recommended follow-up made the plan harder to carry out. I did not know who to contact after regular hours.
COMMENT-0176,LINK-0553,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The plan did not say when a change should lead me to call.
COMMENT-0177,LINK-0559,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The plan did not say when a change should lead me to call. The written plan and spoken explanation did not match for me.
COMMENT-0178,LINK-0560,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The written plan and spoken explanation did not match for me. I was not sure which warning signs meant I should call for help.
COMMENT-0179,LINK-0561,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,offered,synthetic English,I did not know who to contact after regular hours.
COMMENT-0180,LINK-0562,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,I have one more question about the next step. I wanted more time to ask questions and help choose the plan.
COMMENT-0181,LINK-0563,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The team listened to my concern before explaining the next step.
COMMENT-0182,LINK-0564,fully_synthetic_comment_linked_to_public_derived_meps,mail,offered,not_offered,synthetic English,The digital instructions were difficult to use on my device.
COMMENT-0183,LINK-0571,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,It was hard to find help during the evening or weekend.
COMMENT-0184,LINK-0578,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,offered,synthetic English,The team listened to my concern before explaining the next step.
COMMENT-0185,LINK-0579,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,"I could not tell whether the follow-up was online, by phone, or in person."
COMMENT-0186,LINK-0580,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I did not feel included when the plan changed.
COMMENT-0187,LINK-0582,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,offered,synthetic English,It was hard to find help during the evening or weekend.
COMMENT-0188,LINK-0584,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,It was hard to find help during the evening or weekend. I wanted clearer guidance about symptoms that need urgent attention.
COMMENT-0189,LINK-0588,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,I had questions about what the visit or medicine would cost.
COMMENT-0190,LINK-0589,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,I did not feel included when the plan changed. The plan did not include a lower-cost option.
COMMENT-0191,LINK-0592,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,The medicine list was hard to follow after I got home.
COMMENT-0192,LINK-0595,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,"The video visit worked, but I still needed a phone option."
COMMENT-0193,LINK-0603,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,I have one more question about the next step. I did not feel included when the plan changed.
COMMENT-0194,LINK-0606,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,The medicine list was hard to follow after I got home.
COMMENT-0195,LINK-0607,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,offered,synthetic English,It was hard to find help during the evening or weekend. The digital instructions were difficult to use on my device.
COMMENT-0196,LINK-0608,fully_synthetic_comment_linked_to_public_derived_meps,web,offered,not_offered,synthetic English,The written plan and spoken explanation did not match for me.
COMMENT-0197,LINK-0612,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,Part of the visit was helpful and part was confusing.
COMMENT-0198,LINK-0613,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The team listened to my concern before explaining the next step.
COMMENT-0199,LINK-0616,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,offered,synthetic English,I did not feel included when the plan changed.
COMMENT-0200,LINK-0617,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,The plan named a phone number but did not explain when it was available.
COMMENT-0201,LINK-0618,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,I was not sure which warning signs meant I should call for help.
COMMENT-0202,LINK-0619,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,"I wanted a shorter explanation of the plan before leaving. The video visit worked, but I still needed a phone option."
COMMENT-0203,LINK-0626,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,I did not feel included when the plan changed.
COMMENT-0204,LINK-0628,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,I had questions about what the visit or medicine would cost. The plan named a phone number but did not explain when it was available.
COMMENT-0205,LINK-0629,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,"I knew which medicines changed, but not why. I had questions about what the visit or medicine would cost."
COMMENT-0206,LINK-0631,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,offered,synthetic English,I needed more help understanding when to take each medicine.
COMMENT-0207,LINK-0632,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The medicine list was hard to follow after I got home.
COMMENT-0208,LINK-0634,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,offered,synthetic English,I wanted a shorter explanation of the plan before leaving.
COMMENT-0209,LINK-0637,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I needed more help understanding when to take each medicine.
COMMENT-0210,LINK-0638,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The team listened to my concern before explaining the next step.
COMMENT-0211,LINK-0643,fully_synthetic_comment_linked_to_public_derived_meps,web,offered,not_offered,synthetic English,I was not sure which warning signs meant I should call for help.
COMMENT-0212,LINK-0647,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,offered,synthetic English,"The plan did not say when a change should lead me to call. I could not tell whether the follow-up was online, by phone, or in person."
COMMENT-0213,LINK-0649,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The plan did not include a lower-cost option.
COMMENT-0214,LINK-0653,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,I did not feel included when the plan changed.
COMMENT-0215,LINK-0656,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The written plan and spoken explanation did not match for me. It was hard to find help during the evening or weekend.
COMMENT-0216,LINK-0659,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,I was not sure which warning signs meant I should call for help.
COMMENT-0217,LINK-0660,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I was not sure which warning signs meant I should call for help.
COMMENT-0218,LINK-0663,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The medicine list was hard to follow after I got home.
COMMENT-0219,LINK-0667,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The cost of the recommended follow-up made the plan harder to carry out.
COMMENT-0220,LINK-0672,fully_synthetic_comment_linked_to_public_derived_meps,web,not_offered,not_offered,synthetic English,The medicine list was hard to follow after I got home.
COMMENT-0221,LINK-0675,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,"The instructions used clear words, but I still had one question about care at home."
COMMENT-0222,LINK-0676,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The plan named a phone number but did not explain when it was available.
COMMENT-0223,LINK-0677,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,I had questions about what the visit or medicine would cost.
COMMENT-0224,LINK-0683,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,It was hard to find help during the evening or weekend. The medicine list was hard to follow after I got home.
COMMENT-0225,LINK-0686,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,I was not sure which warning signs meant I should call for help.
COMMENT-0226,LINK-0687,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The medicine list was hard to follow after I got home.
COMMENT-0227,LINK-0689,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The plan did not say when a change should lead me to call.
COMMENT-0228,LINK-0690,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,offered,synthetic English,I did not know who to contact after regular hours.
COMMENT-0229,LINK-0692,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,"The plan did not say when a change should lead me to call. The instructions used clear words, but I still had one question about care at home."
COMMENT-0230,LINK-0695,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,"The instructions used clear words, but I still had one question about care at home."
COMMENT-0231,LINK-0696,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,"The instructions used clear words, but I still had one question about care at home."
COMMENT-0232,LINK-0698,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I wanted a shorter explanation of the plan before leaving.
COMMENT-0233,LINK-0699,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,The team listened to my concern before explaining the next step.
COMMENT-0234,LINK-0702,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I wanted a shorter explanation of the plan before leaving.
COMMENT-0235,LINK-0704,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,I did not know who to contact after regular hours.
COMMENT-0236,LINK-0705,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I wanted a shorter explanation of the plan before leaving.
COMMENT-0237,LINK-0706,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,Part of the visit was helpful and part was confusing.
COMMENT-0238,LINK-0714,fully_synthetic_comment_linked_to_public_derived_meps,web,offered,offered,synthetic English,I wanted a shorter explanation of the plan before leaving.
COMMENT-0239,LINK-0717,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,The plan named a phone number but did not explain when it was available.
COMMENT-0240,LINK-0719,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The written plan and spoken explanation did not match for me.
COMMENT-0241,LINK-0721,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,I wanted clearer guidance about symptoms that need urgent attention.
COMMENT-0242,LINK-0725,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,It was hard to find help during the evening or weekend.
COMMENT-0243,LINK-0735,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I am not sure which part of the process this comment belongs to. The plan named a phone number but did not explain when it was available.
COMMENT-0244,LINK-0737,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The team listened to my concern before explaining the next step.
COMMENT-0245,LINK-0740,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,"The instructions used clear words, but I still had one question about care at home."
COMMENT-0246,LINK-0744,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,"I knew which medicines changed, but not why."
COMMENT-0247,LINK-0745,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,offered,synthetic English,"The video visit worked, but I still needed a phone option."
COMMENT-0248,LINK-0749,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The medicine list was hard to follow after I got home. The plan did not include a lower-cost option.
COMMENT-0249,LINK-0756,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,The medicine list was hard to follow after I got home.
COMMENT-0250,LINK-0759,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The cost of the recommended follow-up made the plan harder to carry out.
COMMENT-0251,LINK-0760,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,I had questions about what the visit or medicine would cost.
COMMENT-0252,LINK-0762,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,"The instructions used clear words, but I still had one question about care at home."
COMMENT-0253,LINK-0764,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,Part of the visit was helpful and part was confusing.
COMMENT-0254,LINK-0765,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,The written plan and spoken explanation did not match for me. I have one more question about the next step.
COMMENT-0255,LINK-0767,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,offered,synthetic English,I wanted more time to ask questions and help choose the plan.
COMMENT-0256,LINK-0768,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,I had questions about what the visit or medicine would cost.
COMMENT-0257,LINK-0770,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,I was not sure which warning signs meant I should call for help.
COMMENT-0258,LINK-0779,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The plan did not say when a change should lead me to call.
COMMENT-0259,LINK-0780,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I have one more question about the next step.
COMMENT-0260,LINK-0782,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,The team listened to my concern before explaining the next step.
COMMENT-0261,LINK-0784,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,The cost of the recommended follow-up made the plan harder to carry out.
COMMENT-0262,LINK-0785,fully_synthetic_comment_linked_to_public_derived_meps,mail,offered,not_offered,synthetic English,Part of the visit was helpful and part was confusing. The plan named a phone number but did not explain when it was available.
COMMENT-0263,LINK-0787,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I wanted clearer guidance about symptoms that need urgent attention.
COMMENT-0264,LINK-0790,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,"The video visit worked, but I still needed a phone option."
COMMENT-0265,LINK-0794,fully_synthetic_comment_linked_to_public_derived_meps,mail,offered,offered,synthetic English,Part of the visit was helpful and part was confusing.
COMMENT-0266,LINK-0796,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_offered,offered,synthetic English,The plan did not include a lower-cost option.
COMMENT-0267,LINK-0797,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,I did not feel included when the plan changed.
COMMENT-0268,LINK-0800,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The written plan and spoken explanation did not match for me. The digital instructions were difficult to use on my device.
COMMENT-0269,LINK-0802,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The written plan and spoken explanation did not match for me.
COMMENT-0270,LINK-0806,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The written plan and spoken explanation did not match for me.
COMMENT-0271,LINK-0809,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,The plan named a phone number but did not explain when it was available.
COMMENT-0272,LINK-0813,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,"I knew which medicines changed, but not why."
COMMENT-0273,LINK-0818,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,I wanted more time to ask questions and help choose the plan.
COMMENT-0274,LINK-0820,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The cost of the recommended follow-up made the plan harder to carry out.
COMMENT-0275,LINK-0821,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,The team listened to my concern before explaining the next step.
COMMENT-0276,LINK-0823,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The written plan and spoken explanation did not match for me. Part of the visit was helpful and part was confusing.
COMMENT-0277,LINK-0826,fully_synthetic_comment_linked_to_public_derived_meps,mail,offered,not_offered,synthetic English,The medicine list was hard to follow after I got home.
COMMENT-0278,LINK-0828,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,"I could not tell whether the follow-up was online, by phone, or in person."
COMMENT-0279,LINK-0833,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,I wanted a shorter explanation of the plan before leaving.
COMMENT-0280,LINK-0843,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,"I could not tell whether the follow-up was online, by phone, or in person. I was not sure which warning signs meant I should call for help."
COMMENT-0281,LINK-0847,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I did not feel included when the plan changed.
COMMENT-0282,LINK-0856,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I have one more question about the next step.
COMMENT-0283,LINK-0857,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,offered,synthetic English,The digital instructions were difficult to use on my device.
COMMENT-0284,LINK-0859,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The written plan and spoken explanation did not match for me.
COMMENT-0285,LINK-0860,fully_synthetic_comment_linked_to_public_derived_meps,web,offered,not_offered,synthetic English,"The instructions used clear words, but I still had one question about care at home."
COMMENT-0286,LINK-0862,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,offered,synthetic English,I have one more question about the next step. I wanted clearer guidance about symptoms that need urgent attention.
COMMENT-0287,LINK-0863,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,I am not sure which part of the process this comment belongs to.
COMMENT-0288,LINK-0867,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The written plan and spoken explanation did not match for me.
COMMENT-0289,LINK-0868,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,"I could not tell whether the follow-up was online, by phone, or in person. I knew which medicines changed, but not why."
COMMENT-0290,LINK-0870,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,The digital instructions were difficult to use on my device. I did not feel included when the plan changed.
COMMENT-0291,LINK-0871,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,The plan did not say when a change should lead me to call.
COMMENT-0292,LINK-0872,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,offered,synthetic English,It was hard to find help during the evening or weekend.
COMMENT-0293,LINK-0874,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,The plan named a phone number but did not explain when it was available. I wanted clearer guidance about symptoms that need urgent attention.
COMMENT-0294,LINK-0876,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,I had questions about what the visit or medicine would cost.
COMMENT-0295,LINK-0886,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,I am not sure which part of the process this comment belongs to.
COMMENT-0296,LINK-0889,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,Part of the visit was helpful and part was confusing.
COMMENT-0297,LINK-0892,fully_synthetic_comment_linked_to_public_derived_meps,web,not_offered,not_offered,synthetic English,The cost of the recommended follow-up made the plan harder to carry out. I was not sure which warning signs meant I should call for help.
COMMENT-0298,LINK-0894,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,"The plan did not say when a change should lead me to call. The video visit worked, but I still needed a phone option."
COMMENT-0299,LINK-0900,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_offered,not_offered,synthetic English,The plan did not include a lower-cost option.
COMMENT-0300,LINK-0901,fully_synthetic_comment_linked_to_public_derived_meps,phone,offered,not_offered,synthetic English,I wanted clearer guidance about symptoms that need urgent attention.
COMMENT-0301,LINK-0907,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,I did not know who to contact after regular hours.
COMMENT-0302,LINK-0911,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,"I knew which medicines changed, but not why. I did not feel included when the plan changed."
COMMENT-0303,LINK-0914,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I had questions about what the visit or medicine would cost.
COMMENT-0304,LINK-0915,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The medicine list was hard to follow after I got home.
COMMENT-0305,LINK-0923,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,It was hard to find help during the evening or weekend.
COMMENT-0306,LINK-0924,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,"The instructions used clear words, but I still had one question about care at home."
COMMENT-0307,LINK-0925,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,offered,synthetic English,The medicine list was hard to follow after I got home. I had questions about what the visit or medicine would cost.
COMMENT-0308,LINK-0926,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I needed more help understanding when to take each medicine.
COMMENT-0309,LINK-0932,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,The plan named a phone number but did not explain when it was available.
COMMENT-0310,LINK-0933,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,"The video visit worked, but I still needed a phone option."
COMMENT-0311,LINK-0935,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,I wanted more time to ask questions and help choose the plan.
COMMENT-0312,LINK-0938,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,I have one more question about the next step.
COMMENT-0313,LINK-0939,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,I wanted more time to ask questions and help choose the plan.
COMMENT-0314,LINK-0942,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,offered,synthetic English,I am not sure which part of the process this comment belongs to.
COMMENT-0315,LINK-0946,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_offered,offered,synthetic English,The plan did not include a lower-cost option.
COMMENT-0316,LINK-0947,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,offered,synthetic English,I had questions about what the visit or medicine would cost.
COMMENT-0317,LINK-0950,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The digital instructions were difficult to use on my device.
COMMENT-0318,LINK-0951,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,offered,synthetic English,The plan did not say when a change should lead me to call.
COMMENT-0319,LINK-0953,fully_synthetic_comment_linked_to_public_derived_meps,phone,offered,not_offered,synthetic English,I needed more help understanding when to take each medicine. I have one more question about the next step.
COMMENT-0320,LINK-0955,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,offered,synthetic English,The team listened to my concern before explaining the next step.
COMMENT-0321,LINK-0956,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The team listened to my concern before explaining the next step.
COMMENT-0322,LINK-0964,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_offered,not_offered,synthetic English,It was hard to find help during the evening or weekend.
COMMENT-0323,LINK-0970,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The medicine list was hard to follow after I got home.
COMMENT-0324,LINK-0974,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The medicine list was hard to follow after I got home.
COMMENT-0325,LINK-0978,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,offered,synthetic English,I wanted more time to ask questions and help choose the plan.
COMMENT-0326,LINK-0979,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,I did not know who to contact after regular hours.
COMMENT-0327,LINK-0980,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The medicine list was hard to follow after I got home.
COMMENT-0328,LINK-0984,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,offered,synthetic English,I did not know who to contact after regular hours.
COMMENT-0329,LINK-0989,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,"I did not know who to contact after regular hours. I could not tell whether the follow-up was online, by phone, or in person."
COMMENT-0330,LINK-0990,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The written plan and spoken explanation did not match for me.
COMMENT-0331,LINK-0992,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The plan did not include a lower-cost option.
COMMENT-0332,LINK-0999,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,not_offered,synthetic English,The written plan and spoken explanation did not match for me.
COMMENT-0333,LINK-1004,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,"It was hard to find help during the evening or weekend. I knew which medicines changed, but not why."
COMMENT-0334,LINK-1010,fully_synthetic_comment_linked_to_public_derived_meps,phone,offered,not_offered,synthetic English,I needed more help understanding when to take each medicine.
COMMENT-0335,LINK-1014,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,offered,synthetic English,The plan named a phone number but did not explain when it was available.
COMMENT-0336,LINK-1019,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The written plan and spoken explanation did not match for me.
COMMENT-0337,LINK-1029,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,The team listened to my concern before explaining the next step.
COMMENT-0338,LINK-1030,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,The medicine list was hard to follow after I got home.
COMMENT-0339,LINK-1039,fully_synthetic_comment_linked_to_public_derived_meps,mail,not_applicable,not_offered,synthetic English,I did not feel included when the plan changed.
COMMENT-0340,LINK-1042,fully_synthetic_comment_linked_to_public_derived_meps,web,not_offered,offered,synthetic English,The plan did not include a lower-cost option. The medicine list was hard to follow after I got home.
COMMENT-0341,LINK-1045,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I wanted clearer guidance about symptoms that need urgent attention. Part of the visit was helpful and part was confusing.
COMMENT-0342,LINK-1047,fully_synthetic_comment_linked_to_public_derived_meps,phone,not_applicable,offered,synthetic English,"Part of the visit was helpful and part was confusing. I could not tell whether the follow-up was online, by phone, or in person."
COMMENT-0343,LINK-1048,fully_synthetic_comment_linked_to_public_derived_meps,web,not_applicable,not_offered,synthetic English,I needed more help understanding when to take each medicine.
COMMENT-0344,LINK-1049,fully_synthetic_comment_linked_to_public_derived_meps,phone,offered,not_offered,synthetic English,The digital instructions were difficult to use on my device.
