comment_id,benchmark_sample,adjudicated_or_instructor_truth,assisted_theme,matched_rule,correct,human_review_required
COMMENT-0322,no,access_after_hours,access_after_hours,first matched phrase at character 36: evening,yes,yes
COMMENT-0323,yes,medication_help,medication_help,first matched phrase at character 4: medicine,yes,yes
COMMENT-0324,no,medication_help,medication_help,first matched phrase at character 4: medicine,yes,yes
COMMENT-0325,no,respect_involvement,respect_involvement,first matched phrase at character 45: choose,yes,yes
COMMENT-0326,no,access_after_hours,access_after_hours,first matched phrase at character 30: after regular hours,yes,yes
COMMENT-0327,no,medication_help,medication_help,first matched phrase at character 4: medicine,yes,yes
COMMENT-0328,no,access_after_hours,access_after_hours,first matched phrase at character 30: after regular hours,yes,yes
COMMENT-0329,no,digital_channel,access_after_hours,first matched phrase at character 30: after regular hours,no,yes
COMMENT-0330,no,communication_clarity,communication_clarity,first matched phrase at character 4: written plan,yes,yes
COMMENT-0331,yes,cost_barrier,cost_barrier,first matched phrase at character 27: lower-cost,yes,yes
COMMENT-0332,no,communication_clarity,communication_clarity,first matched phrase at character 4: written plan,yes,yes
COMMENT-0333,yes,access_after_hours,access_after_hours,first matched phrase at character 36: evening,yes,yes
COMMENT-0334,no,medication_help,medication_help,first matched phrase at character 51: medicine,yes,yes
COMMENT-0335,yes,access_after_hours,other_or_unclear,no match,no,yes
COMMENT-0336,yes,communication_clarity,communication_clarity,first matched phrase at character 4: written plan,yes,yes
COMMENT-0337,no,respect_involvement,respect_involvement,first matched phrase at character 9: listened,yes,yes
COMMENT-0338,yes,medication_help,medication_help,first matched phrase at character 4: medicine,yes,yes
COMMENT-0339,yes,respect_involvement,respect_involvement,first matched phrase at character 15: included,yes,yes
COMMENT-0340,no,cost_barrier,cost_barrier,first matched phrase at character 27: lower-cost,yes,yes
COMMENT-0341,no,other_or_unclear,warning_signs,first matched phrase at character 32: symptoms,no,yes
COMMENT-0342,yes,other_or_unclear,digital_channel,first matched phrase at character 97: online,no,yes
COMMENT-0343,no,medication_help,medication_help,first matched phrase at character 51: medicine,yes,yes
COMMENT-0344,no,digital_channel,digital_channel,first matched phrase at character 4: digital,yes,yes
COMMENT-0345,no,communication_clarity,communication_clarity,first matched phrase at character 19: explanation,yes,yes
COMMENT-0346,no,communication_clarity,communication_clarity,first matched phrase at character 4: written plan,yes,yes
COMMENT-0347,no,warning_signs,warning_signs,first matched phrase at character 21: warning signs,yes,yes
COMMENT-0348,no,communication_clarity,communication_clarity,first matched phrase at character 19: explanation,yes,yes
COMMENT-0349,no,communication_clarity,communication_clarity,first matched phrase at character 4: instructions,yes,yes
COMMENT-0350,no,warning_signs,other_or_unclear,no match,no,yes
COMMENT-0351,yes,warning_signs,other_or_unclear,no match,no,yes
COMMENT-0352,no,respect_involvement,respect_involvement,first matched phrase at character 45: choose,yes,yes
COMMENT-0353,yes,other_or_unclear,other_or_unclear,no match,yes,yes
COMMENT-0354,no,respect_involvement,respect_involvement,first matched phrase at character 45: choose,yes,yes
COMMENT-0355,yes,communication_clarity,communication_clarity,first matched phrase at character 4: instructions,yes,yes
COMMENT-0356,no,communication_clarity,communication_clarity,first matched phrase at character 4: instructions,yes,yes
COMMENT-0357,yes,cost_barrier,cost_barrier,first matched phrase at character 27: lower-cost,yes,yes
COMMENT-0358,no,digital_channel,digital_channel,first matched phrase at character 43: online,yes,yes
COMMENT-0359,no,communication_clarity,communication_clarity,first matched phrase at character 4: instructions,yes,yes
COMMENT-0360,no,access_after_hours,access_after_hours,first matched phrase at character 36: evening,yes,yes
COMMENT-0361,no,other_or_unclear,other_or_unclear,no match,yes,yes
COMMENT-0362,no,medication_help,medication_help,first matched phrase at character 4: medicine,yes,yes
COMMENT-0363,no,respect_involvement,respect_involvement,first matched phrase at character 9: listened,yes,yes
COMMENT-0364,yes,warning_signs,warning_signs,first matched phrase at character 21: warning signs,yes,yes
COMMENT-0365,no,other_or_unclear,access_after_hours,first matched phrase at character 95: after regular hours,no,yes
COMMENT-0366,no,communication_clarity,communication_clarity,first matched phrase at character 19: explanation,yes,yes
COMMENT-0367,no,warning_signs,warning_signs,first matched phrase at character 21: warning signs,yes,yes
COMMENT-0368,no,warning_signs,other_or_unclear,no match,no,yes
COMMENT-0369,yes,cost_barrier,medication_help,first matched phrase at character 40: medicine,no,yes
COMMENT-0370,no,medication_help,medication_help,first matched phrase at character 13: medicine,yes,yes
COMMENT-0371,no,medication_help,medication_help,first matched phrase at character 51: medicine,yes,yes
COMMENT-0372,yes,respect_involvement,respect_involvement,first matched phrase at character 15: included,yes,yes
COMMENT-0373,yes,medication_help,medication_help,first matched phrase at character 4: medicine,yes,yes
COMMENT-0374,yes,respect_involvement,respect_involvement,first matched phrase at character 9: listened,yes,yes
COMMENT-0375,no,communication_clarity,communication_clarity,first matched phrase at character 4: instructions,yes,yes
COMMENT-0376,yes,medication_help,medication_help,first matched phrase at character 51: medicine,yes,yes
COMMENT-0377,no,medication_help,medication_help,first matched phrase at character 4: medicine,yes,yes
COMMENT-0378,yes,respect_involvement,respect_involvement,first matched phrase at character 15: included,yes,yes
COMMENT-0379,yes,medication_help,medication_help,first matched phrase at character 13: medicine,yes,yes
COMMENT-0380,no,access_after_hours,other_or_unclear,no match,no,yes
COMMENT-0381,no,communication_clarity,communication_clarity,first matched phrase at character 19: explanation,yes,yes
COMMENT-0382,no,communication_clarity,communication_clarity,first matched phrase at character 4: instructions,yes,yes
COMMENT-0383,yes,respect_involvement,respect_involvement,first matched phrase at character 9: listened,yes,yes
COMMENT-0384,no,warning_signs,warning_signs,first matched phrase at character 21: warning signs,yes,yes
COMMENT-0385,no,warning_signs,other_or_unclear,no match,no,yes
COMMENT-0386,no,medication_help,medication_help,first matched phrase at character 51: medicine,yes,yes
COMMENT-0387,yes,access_after_hours,other_or_unclear,no match,no,yes
COMMENT-0388,no,medication_help,medication_help,first matched phrase at character 13: medicine,yes,yes
COMMENT-0389,no,other_or_unclear,other_or_unclear,no match,yes,yes
COMMENT-0390,no,cost_barrier,access_after_hours,first matched phrase at character 30: after regular hours,no,yes
COMMENT-0391,yes,warning_signs,warning_signs,first matched phrase at character 21: warning signs,yes,yes
COMMENT-0392,no,other_or_unclear,other_or_unclear,no match,yes,yes
COMMENT-0393,no,cost_barrier,cost_barrier,first matched phrase at character 4: cost,yes,yes
COMMENT-0394,yes,digital_channel,warning_signs,first matched phrase at character 21: warning signs,no,yes
COMMENT-0395,no,communication_clarity,respect_involvement,first matched phrase at character 15: included,no,yes
COMMENT-0396,no,communication_clarity,communication_clarity,first matched phrase at character 4: instructions,yes,yes
COMMENT-0397,no,medication_help,access_after_hours,first matched phrase at character 36: evening,no,yes
COMMENT-0398,no,respect_involvement,respect_involvement,first matched phrase at character 9: listened,yes,yes
COMMENT-0399,no,warning_signs,medication_help,first matched phrase at character 4: medicine,no,yes
COMMENT-0400,no,access_after_hours,access_after_hours,first matched phrase at character 36: evening,yes,yes
COMMENT-0401,no,respect_involvement,respect_involvement,first matched phrase at character 15: included,yes,yes
COMMENT-0402,no,digital_channel,digital_channel,first matched phrase at character 43: online,yes,yes
COMMENT-0403,yes,cost_barrier,communication_clarity,first matched phrase at character 4: written plan,no,yes
COMMENT-0404,no,access_after_hours,other_or_unclear,no match,no,yes
COMMENT-0405,no,communication_clarity,digital_channel,first matched phrase at character 4: digital,no,yes
COMMENT-0406,yes,respect_involvement,respect_involvement,first matched phrase at character 45: choose,yes,yes
COMMENT-0407,no,access_after_hours,access_after_hours,first matched phrase at character 30: after regular hours,yes,yes
COMMENT-0408,yes,medication_help,medication_help,first matched phrase at character 51: medicine,yes,yes
COMMENT-0409,yes,digital_channel,digital_channel,first matched phrase at character 4: video,yes,yes
COMMENT-0410,no,cost_barrier,medication_help,first matched phrase at character 40: medicine,no,yes
COMMENT-0411,no,communication_clarity,cost_barrier,first matched phrase at character 4: cost,no,yes
COMMENT-0412,no,warning_signs,other_or_unclear,no match,no,yes
COMMENT-0413,no,communication_clarity,communication_clarity,first matched phrase at character 4: written plan,yes,yes
COMMENT-0414,no,warning_signs,other_or_unclear,no match,no,yes
COMMENT-0415,yes,warning_signs,warning_signs,first matched phrase at character 21: warning signs,yes,yes
COMMENT-0416,no,cost_barrier,cost_barrier,first matched phrase at character 27: lower-cost,yes,yes
COMMENT-0417,no,respect_involvement,respect_involvement,first matched phrase at character 45: choose,yes,yes
COMMENT-0418,yes,digital_channel,digital_channel,first matched phrase at character 4: digital,yes,yes
COMMENT-0419,no,warning_signs,warning_signs,first matched phrase at character 32: symptoms,yes,yes
COMMENT-0420,yes,access_after_hours,access_after_hours,first matched phrase at character 36: evening,yes,yes
