comment_id,primary_theme,secondary_theme,ambiguous,secondary_text_first,primary_template_id,secondary_template_id,generation_rule
COMMENT-0001,cost_barrier,,no,no,cost_barrier-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0228,access_after_hours,,no,no,access_after_hours-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0229,communication_clarity,warning_signs,yes,yes,communication_clarity-T1,warning_signs-T3,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0230,communication_clarity,,no,no,communication_clarity-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0231,communication_clarity,,no,no,communication_clarity-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0232,communication_clarity,,no,no,communication_clarity-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0233,respect_involvement,,no,no,respect_involvement-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0234,communication_clarity,,no,no,communication_clarity-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0235,access_after_hours,,no,no,access_after_hours-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0236,communication_clarity,,no,no,communication_clarity-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0237,other_or_unclear,,no,no,other_or_unclear-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0238,communication_clarity,,no,no,communication_clarity-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0239,access_after_hours,,no,no,access_after_hours-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0240,communication_clarity,,no,no,communication_clarity-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0241,warning_signs,,no,no,warning_signs-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0242,access_after_hours,,no,no,access_after_hours-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0243,other_or_unclear,access_after_hours,yes,no,other_or_unclear-T3,access_after_hours-T3,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0244,respect_involvement,,no,no,respect_involvement-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0245,communication_clarity,,no,no,communication_clarity-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0246,medication_help,,no,no,medication_help-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0247,digital_channel,,no,no,digital_channel-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0248,medication_help,cost_barrier,yes,no,medication_help-T2,cost_barrier-T3,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0249,medication_help,,no,no,medication_help-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0250,cost_barrier,,no,no,cost_barrier-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0251,cost_barrier,,no,no,cost_barrier-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0252,communication_clarity,,no,no,communication_clarity-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0253,other_or_unclear,,no,no,other_or_unclear-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0254,communication_clarity,other_or_unclear,yes,no,communication_clarity-T3,other_or_unclear-T1,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0255,respect_involvement,,no,no,respect_involvement-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0256,cost_barrier,,no,no,cost_barrier-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0257,warning_signs,,no,no,warning_signs-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0258,warning_signs,,no,no,warning_signs-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0259,other_or_unclear,,no,no,other_or_unclear-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0260,respect_involvement,,no,no,respect_involvement-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0261,cost_barrier,,no,no,cost_barrier-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0262,access_after_hours,other_or_unclear,yes,yes,access_after_hours-T3,other_or_unclear-T2,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0263,warning_signs,,no,no,warning_signs-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0264,digital_channel,,no,no,digital_channel-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0265,other_or_unclear,,no,no,other_or_unclear-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0266,cost_barrier,,no,no,cost_barrier-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0267,respect_involvement,,no,no,respect_involvement-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0268,communication_clarity,digital_channel,yes,no,communication_clarity-T3,digital_channel-T3,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0269,communication_clarity,,no,no,communication_clarity-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0270,communication_clarity,,no,no,communication_clarity-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0271,access_after_hours,,no,no,access_after_hours-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0272,medication_help,,no,no,medication_help-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0273,respect_involvement,,no,no,respect_involvement-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0274,cost_barrier,,no,no,cost_barrier-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0275,respect_involvement,,no,no,respect_involvement-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0276,communication_clarity,other_or_unclear,yes,no,communication_clarity-T3,other_or_unclear-T2,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0277,medication_help,,no,no,medication_help-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0278,digital_channel,,no,no,digital_channel-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0279,communication_clarity,,no,no,communication_clarity-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0280,digital_channel,warning_signs,yes,no,digital_channel-T2,warning_signs-T1,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0281,respect_involvement,,no,no,respect_involvement-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0282,other_or_unclear,,no,no,other_or_unclear-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0283,digital_channel,,no,no,digital_channel-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0284,communication_clarity,,no,no,communication_clarity-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0285,communication_clarity,,no,no,communication_clarity-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0286,other_or_unclear,warning_signs,yes,no,other_or_unclear-T1,warning_signs-T2,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0287,other_or_unclear,,no,no,other_or_unclear-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0288,communication_clarity,,no,no,communication_clarity-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0289,digital_channel,medication_help,yes,no,digital_channel-T2,medication_help-T3,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0290,respect_involvement,digital_channel,yes,yes,respect_involvement-T3,digital_channel-T3,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0291,warning_signs,,no,no,warning_signs-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0292,access_after_hours,,no,no,access_after_hours-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0293,warning_signs,access_after_hours,yes,yes,warning_signs-T2,access_after_hours-T3,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0294,cost_barrier,,no,no,cost_barrier-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0295,other_or_unclear,,no,no,other_or_unclear-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0296,other_or_unclear,,no,no,other_or_unclear-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0297,warning_signs,cost_barrier,yes,yes,warning_signs-T1,cost_barrier-T1,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0298,warning_signs,digital_channel,yes,no,warning_signs-T3,digital_channel-T1,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0299,cost_barrier,,no,no,cost_barrier-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0300,warning_signs,,no,no,warning_signs-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0301,access_after_hours,,no,no,access_after_hours-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0302,respect_involvement,medication_help,yes,yes,respect_involvement-T3,medication_help-T3,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0303,cost_barrier,,no,no,cost_barrier-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0304,medication_help,,no,no,medication_help-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0305,access_after_hours,,no,no,access_after_hours-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0306,communication_clarity,,no,no,communication_clarity-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0307,medication_help,cost_barrier,yes,no,medication_help-T2,cost_barrier-T2,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0308,medication_help,,no,no,medication_help-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0309,access_after_hours,,no,no,access_after_hours-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0310,digital_channel,,no,no,digital_channel-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0311,respect_involvement,,no,no,respect_involvement-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0312,other_or_unclear,,no,no,other_or_unclear-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0313,respect_involvement,,no,no,respect_involvement-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0314,other_or_unclear,,no,no,other_or_unclear-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0315,cost_barrier,,no,no,cost_barrier-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0316,cost_barrier,,no,no,cost_barrier-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0317,digital_channel,,no,no,digital_channel-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0318,warning_signs,,no,no,warning_signs-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0319,medication_help,other_or_unclear,yes,no,medication_help-T1,other_or_unclear-T1,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0320,respect_involvement,,no,no,respect_involvement-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0321,respect_involvement,,no,no,respect_involvement-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0322,access_after_hours,,no,no,access_after_hours-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0323,medication_help,,no,no,medication_help-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0324,medication_help,,no,no,medication_help-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0325,respect_involvement,,no,no,respect_involvement-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0326,access_after_hours,,no,no,access_after_hours-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0327,medication_help,,no,no,medication_help-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0328,access_after_hours,,no,no,access_after_hours-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0329,digital_channel,access_after_hours,yes,yes,digital_channel-T2,access_after_hours-T1,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0330,communication_clarity,,no,no,communication_clarity-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0331,cost_barrier,,no,no,cost_barrier-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0332,communication_clarity,,no,no,communication_clarity-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0333,access_after_hours,medication_help,yes,no,access_after_hours-T2,medication_help-T3,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0334,medication_help,,no,no,medication_help-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0335,access_after_hours,,no,no,access_after_hours-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0336,communication_clarity,,no,no,communication_clarity-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0337,respect_involvement,,no,no,respect_involvement-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0338,medication_help,,no,no,medication_help-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0339,respect_involvement,,no,no,respect_involvement-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0340,cost_barrier,medication_help,yes,no,cost_barrier-T3,medication_help-T2,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0341,other_or_unclear,warning_signs,yes,yes,other_or_unclear-T2,warning_signs-T2,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0342,other_or_unclear,digital_channel,yes,no,other_or_unclear-T2,digital_channel-T2,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0343,medication_help,,no,no,medication_help-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0344,digital_channel,,no,no,digital_channel-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0345,communication_clarity,,no,no,communication_clarity-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0346,communication_clarity,,no,no,communication_clarity-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0347,warning_signs,,no,no,warning_signs-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0348,communication_clarity,,no,no,communication_clarity-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0349,communication_clarity,,no,no,communication_clarity-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0350,warning_signs,,no,no,warning_signs-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0351,warning_signs,,no,no,warning_signs-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0352,respect_involvement,,no,no,respect_involvement-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0353,other_or_unclear,,no,no,other_or_unclear-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0354,respect_involvement,,no,no,respect_involvement-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0355,communication_clarity,,no,no,communication_clarity-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0356,communication_clarity,,no,no,communication_clarity-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0357,cost_barrier,,no,no,cost_barrier-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0358,digital_channel,,no,no,digital_channel-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0359,communication_clarity,,no,no,communication_clarity-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0360,access_after_hours,,no,no,access_after_hours-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0361,other_or_unclear,,no,no,other_or_unclear-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0362,medication_help,,no,no,medication_help-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0363,respect_involvement,,no,no,respect_involvement-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0364,warning_signs,,no,no,warning_signs-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0365,other_or_unclear,access_after_hours,yes,no,other_or_unclear-T3,access_after_hours-T1,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0366,communication_clarity,,no,no,communication_clarity-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0367,warning_signs,,no,no,warning_signs-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0368,warning_signs,,no,no,warning_signs-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0369,cost_barrier,,no,no,cost_barrier-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0370,medication_help,,no,no,medication_help-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0371,medication_help,,no,no,medication_help-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0372,respect_involvement,,no,no,respect_involvement-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0373,medication_help,,no,no,medication_help-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0374,respect_involvement,,no,no,respect_involvement-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0375,communication_clarity,,no,no,communication_clarity-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0376,medication_help,,no,no,medication_help-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0377,medication_help,,no,no,medication_help-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0378,respect_involvement,,no,no,respect_involvement-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0379,medication_help,,no,no,medication_help-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0380,access_after_hours,,no,no,access_after_hours-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0381,communication_clarity,,no,no,communication_clarity-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0382,communication_clarity,,no,no,communication_clarity-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0383,respect_involvement,,no,no,respect_involvement-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0384,warning_signs,,no,no,warning_signs-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0385,warning_signs,,no,no,warning_signs-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0386,medication_help,,no,no,medication_help-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0387,access_after_hours,,no,no,access_after_hours-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0388,medication_help,,no,no,medication_help-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0389,other_or_unclear,,no,no,other_or_unclear-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0390,cost_barrier,access_after_hours,yes,yes,cost_barrier-T3,access_after_hours-T1,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0391,warning_signs,,no,no,warning_signs-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0392,other_or_unclear,,no,no,other_or_unclear-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0393,cost_barrier,,no,no,cost_barrier-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0394,digital_channel,warning_signs,yes,yes,digital_channel-T3,warning_signs-T1,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0395,communication_clarity,respect_involvement,yes,yes,communication_clarity-T3,respect_involvement-T3,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0396,communication_clarity,,no,no,communication_clarity-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0397,medication_help,access_after_hours,yes,yes,medication_help-T1,access_after_hours-T2,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0398,respect_involvement,,no,no,respect_involvement-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0399,warning_signs,medication_help,yes,yes,warning_signs-T1,medication_help-T2,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0400,access_after_hours,,no,no,access_after_hours-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0401,respect_involvement,,no,no,respect_involvement-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0402,digital_channel,,no,no,digital_channel-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0403,cost_barrier,communication_clarity,yes,yes,cost_barrier-T3,communication_clarity-T3,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0404,access_after_hours,,no,no,access_after_hours-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0405,communication_clarity,digital_channel,yes,yes,communication_clarity-T2,digital_channel-T3,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0406,respect_involvement,,no,no,respect_involvement-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0407,access_after_hours,,no,no,access_after_hours-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0408,medication_help,,no,no,medication_help-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0409,digital_channel,,no,no,digital_channel-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0410,cost_barrier,,no,no,cost_barrier-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0411,communication_clarity,cost_barrier,yes,yes,communication_clarity-T1,cost_barrier-T1,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0412,warning_signs,,no,no,warning_signs-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0413,communication_clarity,,no,no,communication_clarity-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0414,warning_signs,,no,no,warning_signs-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0415,warning_signs,,no,no,warning_signs-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0416,cost_barrier,,no,no,cost_barrier-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0417,respect_involvement,,no,no,respect_involvement-T1,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0418,digital_channel,,no,no,digital_channel-T3,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0419,warning_signs,,no,no,warning_signs-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
COMMENT-0420,access_after_hours,,no,no,access_after_hours-T2,,fixed synthetic theme allocation and phrase templates; no observed patient text
